 BankID , BANK_NAME                                                                 ,BANK CODE, IMPS_Status , NEFT_Status ,VERIFICATION
342, Panipat Urban Co-Op Bank                                                  , PUCB      , Disabled    , Enabled     , Off                    
343, Telangana State Co-Op Apex Bank                                           , TSAB      , Enabled     , Enabled     , On                     
344, Assam Co-Op Apex Bank                                                     , ACAB      , Disabled    , Enabled     , Off                    
345, Paytm Payments Bank                                                       , PYTM      , Enabled     , Enabled     , On                     
346, Surat National Co-Op Bank                                                 , SUNB      , Enabled     , Enabled     , On                     
347, FINO Payments Bank                                                        , FINO      , Enabled     , Enabled     , On                     
348, Narmada Malwa Gramin Bank                                                 , MRGB      , Disabled    , Enabled     , Off                    
349, Markandey Nagari Sahakari Bank                                            , MSBL      , Disabled    , Enabled     , Off                    
350, Bijnor Urban Co-Op Bank                                                   , BCBL      , Disabled    , Enabled     , Off                    
351, Adarsh Mahila Mercantile Co-Op Bank                                       , AMMC      , Disabled    , Enabled     , Off                    
352, Adarsh Co-Op Bank Rajasthan                                               , ACBR      , Enabled     , Enabled     , On                     
353, The Baramati Sahakari Bank Ltd                                            , BARA      , Enabled     , Enabled     , On                     
354, Jalna Merchant Co-Op Bank                                                 , JMBL      , Enabled     , Enabled     , On                     
355, Kanaka Mahalakshmi Co-Op Bank                                             , KMCB      , Enabled     , Enabled     , On                     
356, Lokmangal Co-Op Bank                                                      , LCBL      , Enabled     , Enabled     , On                     
357, Odisha State Co-Op Bank                                                   , ORCB      , Enabled     , Enabled     , On                     
358, Prime Co-Op Bank Ltd                                                      , PMEC      , Enabled     , Enabled     , On                     
359, Solapur Janata Sahakari Bank                                              , SJSB      , Disabled    , Enabled     , Off                    
360, Raigad District Central Co-Op Bank                                        , TRDC      , Enabled     , Enabled     , On                     
361, Sangli District Central Co-Op Bank                                        , ISDC      , Disabled    , Enabled     , Off                    
362, Urban Co-Op Bank Siddharthanagar                                          , UCBS      , Enabled     , Enabled     , On                     
363, Zila Sahakari Bank Lucknow                                                , ZSBL      , Enabled     , Enabled     , Off                    
364, AU Small Finance Bank                                                     , AUBL      , Enabled     , Enabled     , On                     
365, District Co-Op Bank Agra                                                  , AGCB      , Disabled    , Enabled     , Off                    
366, Janata Sahakari Bank Osmanabad                                            , OJSB      , Disabled    , Enabled     , Off                    
367, Rajarshi Shahu Sah Bank Pune                                              , CRBL      , Enabled     , Enabled     , On                     
368, Sant Sopankaka Sahakari Bank Saswad                                       , SSSD      , Disabled    , Enabled     , Off                    
369, Deccan Merchants Co-Op Bank                                               , DMCB      , Disabled    , Enabled     , Off                    
370, Nanded Disctrict Central Co-Op Bank                                       , NDCB      , Disabled    , Enabled     , Off                    
371, Bhagalpur Central Co-Op Bank                                              , BCCB      , Disabled    , Enabled     , Off                    
372, Almora Urban Co-Op Bank                                                   , AUCB      , Disabled    , Enabled     , Off                    
373, Zila Sahakari Bank Haridwar                                               , ZSBH      , Enabled     , Enabled     , Off                    
374, Etah District Co-Op bank                                                  , EDCB      , Disabled    , Enabled     , Off                    
375, Andhra Pradesh State Co-Op Bank                                           , APBL      , Enabled     , Enabled     , On                     
376, Jharkhand State Co-Op Bank                                                , JSCB      , Disabled    , Enabled     , Off                    
377, Sangamner Merchant Co-Op Bank                                             , TSMC      , Enabled     , Enabled     , Off                    
378, The Satara District Central Co-Op Bank Ltd                                , SDCE      , Disabled    , Enabled     , Off                    
379, Pune District Central Co-Op Bank                                          , PDCC      , Enabled     , Enabled     , On                     
380, The Khamgaon Urban Co-Op Bank Ltd                                         , KUCC      , Enabled     , Enabled     , Off                    
381, Chartered Sahakari Bank Niyamitha                                         , CSBN      , Enabled     , Enabled     , Off                    
382, The Gandhinagar Urban Co-Op Bank Ltd                                      , TGUC      , Disabled    , Enabled     , Off                    
383, Valsad District Central Co-Op Bank Ltd                                    , VDCC      , Enabled     , Enabled     , Off                    
384, Jijamata Mahila Sah Bank Ltd Pune                                         , CJMS      , Enabled     , Enabled     , Off                    
385, Capital Small Finance Bank                                                , CLBL      , Enabled     , Enabled     , On                     
386, The Muslim Co-Op Bank Ltd                                                 , TMCO      , Enabled     , Enabled     , On                     
387, The Gandhinagar Nagrik Co-Op Bank Ltd                                     , TGNC      , Enabled     , Enabled     , On                     
388, The Rajasthan State Co-Op Bank Ltd                                        , RSCB      , Disabled    , Enabled     , Off                    
389, Ratnagiri District Central Co-Op Bank Ltd                                 , RDCC      , Disabled    , Enabled     , Off                    
390, Jila Sahakari Kendriya Bank Khandwa                                       , MPDC      , Enabled     , Enabled     , On                     
391, Jila Sahakari Kendriya Bank Maryadit Rajnandgaon                          , SJSD      , Disabled    , Enabled     , Off                    
392, Kokan Mercantile Co-Op Bank Ltd                                           , KKCB      , Disabled    , Enabled     , Off                    
393, Annasaheb Savant Co-Op Urban Bank                                         , AHAD      , Disabled    , Enabled     , Off                    
394, Prerana Co-Op Bank Ltd                                                    , PCBL      , Enabled     , Enabled     , On                     
395, The Chembur Nagarik Sahakari Bank Ltd                                     , CNSB      , Enabled     , Enabled     , On                     
396, The Bhagyodaya Co-Op Bank Ltd                                             , TBCB      , Enabled     , Enabled     , On                     
397, Saibaba Nagari Sahakari Bank Ltd                                          , SSNS      , Enabled     , Enabled     , Off                    
398, Central Madhya Pradesh Gramin Bank                                        , CMPG      , Disabled    , Enabled     , Off                    
399, Jio Payments Bank Ltd                                                     , JIOP      , Enabled     , Enabled     , On                     
400, The Co-Op Bank Of Rajkot Gandhigram                                       , CBOR      , Disabled    , Enabled     , Off                    
401, Vijay Commercial Co-Op Bank                                               , VCCB      , Enabled     , Enabled     , Off                    
402, Samarth Sahakari Bank Ltd                                                 , SMRT      , Enabled     , Enabled     , Off                    
403, Khalilabad Nagar Sah Bank Semariawa                                       , KHBK      , Disabled    , Enabled     , Off                    
404, Zila Sahakari Bank Ltd Rampur                                             , RAMP      , Disabled    , Enabled     , Off                    
405, Zila Sahakari Bank Ltd Moradabad                                          , MORD      , Disabled    , Enabled     , Off                    
406, Narmada Jhabua Gramin Bank                                                , NJGB      , Disabled    , Enabled     , Off                    
407, Home Credit Finance Bank                                                  , HCFB      , Enabled     , Enabled     , Off                    
408, DCB Bank                                                                  , DCBB      , Enabled     , Enabled     , On                     
409, Bajaj Finance Bank                                                        , BFBB      , Enabled     , Enabled     , Off                    
410, Rae Bareli District Co-Op Bank Ltd                                        , RBDC      , Enabled     , Enabled     , Off                    
411, Karnala Nagari Sahakari Bank                                              , KNBB      , Enabled     , Enabled     , Off                    
412, Meghalaya Co-Op Apex Bank                                                 , MCAB      , Enabled     , Enabled     , On                     
413, Bharuch District Central Co-Op Bank Ltd                                   , BDCC      , Enabled     , Enabled     , Off                    
414, Gopinath Patil Parsik Janata Sahakari Bank Ltd                            , GPPJ      , Enabled     , Enabled     , Off                    
415, Rbl Bank Limited                                                          , RBLL      , Disabled    , Enabled     , Off                    
416, Aditya Birla Idea Payments Bank                                           , ABPB      , Enabled     , Enabled     , On                     
417, Indrayani Co-Op Bank Ltd                                                  , ICBL      , Disabled    , Enabled     , Off                    
418, Contai Co-Op Bank Ltd                                                     , CBLT      , Disabled    , Enabled     , Off                    
419, The Punjab State Co-Op Bank                                               , PSCB      , Disabled    , Enabled     , Off                    
420, Kolhapur Mahila Sahakari Bank Ltd                                         , CKMB      , Enabled     , Enabled     , On                     
421, The Chandigarh State Co-Op Bank Ltd                                       , CSCB      , Enabled     , Enabled     , Off                    
422, The Villupuram District Central Co-Op Bank Ltd                            , VDCB      , Disabled    , Enabled     , Off                    
423, Uttar Pradesh State Co-Op Bank Ltd                                        , UPSC      , Disabled    , Enabled     , Off                    
424, The Ajara Urban Co-Op Bank Ltd                                            , AUBB      , Enabled     , Enabled     , Off                    
426, Samata Co-Op Development Bank                                             , SAMA      , Disabled    , Enabled     , Off                    
427, Bhagini Nivedita Sahakari Bank Ltd                                        , NBNK      , Enabled     , Enabled     , Off                    
428, Model Co-Op Bank Ltd                                                      , MODE      , Disabled    , Enabled     , Off                    
429, The Satara Sahakari Bank Ltd                                              , TSSB      , Enabled     , Enabled     , Off                    
430, The Mehsana Nagrik Sahakari Bank Ltd                                      , MNSB      , Disabled    , Enabled     , Off                    
431, Tehri Garhwal Zila Sahakari Bank Ltd                                      , TGZS      , Enabled     , Enabled     , On                     
432, Utkarsh Small Finance Bank                                                , UTKS      , Enabled     , Enabled     , On                     
433, Shivajirao Bhosale Sahakari Bank Ltd                                      , NULL      , Disabled    , Enabled     , Off                    
435, Shahjahanpur District Central Co-Op Bank Ltd                              , SDDB      , Disabled    , Enabled     , Off                    
436, The Kolhapur Urban Co-Op Bank Ltd Kolhapur                                , KUBL      , Enabled     , Enabled     , On                     
437, Uttar Daudpur Samabay Krishi Unnayan Samity Ltd                           , UDSK      , Disabled    , Enabled     , Off                    
438, Durgapur Steel Peoples Co-Op Bank Ltd                                     , DURG      , Disabled    , Enabled     , Off                    
439, The Sitamarhi Central Co-Op Bank                                          , ISCB      , Disabled    , Enabled     , Off                    
440, Shree Kadi Nagarik Sahakari Bank Ltd                                      , KNBL      , Enabled     , Enabled     , On                     
441, The Ahmednagar District Central Co-Op Bank Ltd                            , ACCB      , Enabled     , Enabled     , On                     
442, Sardargunj Mercantile Co-Op Bank Ltd                                      , SSMC      , Enabled     , Enabled     , On                     
443, Himatnagar Nagrik Sahakari Bank Ltd                                       , HNSB      , Enabled     , Enabled     , On                     
444, Pali Urban Co-Op Bank Ltd                                                 , CPUB      , Enabled     , Enabled     , On                     
445, Janata Sahakari Bank Ltd Ajara                                            , LJSB      , Enabled     , Enabled     , On                     
446," Dr.Appashab urf Sa.Re.Patil Jasingpur Udgaon Sahakari Bank Ltd,Jaysingpur ", JUSB      , Enabled     , Enabled     , On                     
447, The Ranuj Nagrik Sahakari Bank Ltd                                        , RANU      , Enabled     , Enabled     , On                     
448, Sandur Pattana Souharda Sahakari Bank Ltd                                 , SPSB      , Enabled     , Enabled     , On                     
449, Nirmal Urban Co-Op Bank Nagpur                                            , CNBL      , Enabled     , Enabled     , On                     
450, The Mangalore Catholic Co-Op Bank Ltd                                     , TMCC      , Enabled     , Enabled     , On                     
451, Peoples Urban Co-Op Bank Ltd                                              , TPCB      , Enabled     , Enabled     , On                     
452, Kheda Peoples Co-Op Bank Ltd                                              , TPCB      , Enabled     , Enabled     , On                     
453, Bhadradri Co-Op Urban Bank Ltd                                            , BCUB      , Enabled     , Enabled     , On                     
454, The Manipur State Co-Op Bank                                              , MSCB      , Enabled     , Enabled     , On                     
455, The Financial Co-Op Bank Ltd                                              , FSCB      , Enabled     , Enabled     , On                     
456, The Kodungallur Town Co-Op Bank Ltd                                       , KTCB      , Enabled     , Enabled     , On                     
457, Shree Panchganga Nagari Sahakari Bank                                     , SPNB      , Enabled     , Enabled     , On                     
458, Malviya Urban Co-Op Bank Ltd                                              , MUCB      , Enabled     , Enabled     , On                     
459, Nilambur Urban Co-Op Bank Ltd                                             , MUCB      , Enabled     , Enabled     , On                     
460, Saraspur Nagrik Sahakari Bank                                             , SCNB      , Enabled     , Enabled     , On                     
461, Patan Nagarik Sahakari Bank Ltd                                           , UPAT      , Enabled     , Enabled     , On                     
462, The Mehsana District Central Co-Op Bank Ltd                               , MSNB      , Enabled     , Enabled     , On                     
463, Khagaria District Central Co-Op Bank Ltd                                  , KDCB      , Enabled     , Enabled     , On                     
464, The Yavatmal Urban Co-Op Bank Ltd                                         , YUCB      , Enabled     , Enabled     , On                     
465, The Aurangabad District Central Co-Op Bank Ltd                            , ACBL      , Enabled     , Enabled     , On                     
466, The Rohika Central Co-Op Bank Ltd Madhubani                               , RCCB      , Enabled     , Enabled     , On                     
467, Uttrakhand Co-Op Bank Ltd                                                 , UCOB      , Enabled     , Enabled     , On                     
468, Khattri Co-Op Urban Bank Ltd                                              , BKCB      , Enabled     , Enabled     , On                     
469, The Surat Mercantile Co-Op Bank Ltd                                       , SMBC      , Enabled     , Enabled     , On                     
470, Chittorgarh Urban Co-Op Bank Ltd                                          , CCUC      , Enabled     , Enabled     , On                     
471, The Kanara District Central Co-Op Bank Ltd Sirsi                          , KDCC      , Enabled     , Enabled     , On                     
472, The Karnavati Co-Op Bank Ltd                                              , TKCB      , Enabled     , Enabled     , On                     
473, The Washim Urban Co-Op Bank Ltd Washim                                    , WUCB      , Enabled     , Enabled     , On                     
474, Sarvodaya Sahakari Bank Ltd                                               , SSBH      , Enabled     , Enabled     , On                     
475, Ambajogai Peoples Co-Op Bank Ltd                                          , CAPC      , Enabled     , Enabled     , On                     
476, Manjeri Co-Op Urban Bank Ltd                                              , MCUB      , Enabled     , Enabled     , On                     
477, Mansing Co-Op Bank Ltd Dudhondi                                           , CMCB      , Enabled     , Enabled     , On                     
478, Shri Adinath Co-Op Bank Ltd                                               , SACB      , Enabled     , Enabled     , On                     
479, The Commercial Co-Op Bank Ltd Kolhapur                                    , CCBK      , Enabled     , Enabled     , On                     
480, The Vijay Co-Op Bank Ltd                                                  , VCBL      , Enabled     , Enabled     , On                     
481, Veraval Mercantile Co-Op Bank                                             , VMCB      , Enabled     , Enabled     , On                     
482, The Baroda City Co-Op Bank Ltd                                            , BCOB      , Enabled     , Enabled     , On                     
483, Shri Janata Sahakari Bank Ltd Halol                                       , USJB      , Enabled     , Enabled     , On                     
484, The Bhavana Rishi Co-Op Urban Bank Ltd                                    , BRCB      , Enabled     , Enabled     , On                     
485, Adarsh Mahila Nagari Sahakari Bank Ltd Aurangabad                         , AMSB      , Enabled     , Enabled     , On                     
486, Associate Co-Op Bank Ltd                                                  , ASCB      , Enabled     , Enabled     , On                     
487, Uttarkashi Zila Sahakari Bank Ltd                                         , DCBU      , Enabled     , Enabled     , On                     
488, Sampada Sahakari Bank Ltd                                                 , SBSL      , Enabled     , Enabled     , On                     
489, The Ottapalam Co-Op Urban Bank Ltd                                        , OCBL      , Enabled     , Enabled     , On                     
490, The Nawanagar Co-Op Bank                                                  , NCOB      , Enabled     , Enabled     , On                     
491, The Deola Merchant Co-Op Bank Ltd                                         , DMOB      , Enabled     , Enabled     , On                     
492, Madhya Pradesh Rajya Sahakari Bank Maryadit                               , MPAB      , Enabled     , Enabled     , On                     
493, Aman Sahakari Bank Ltd Ichalkaranji                                       , ASMB      , Enabled     , Enabled     , On                     
494, The Manmandir Co-Op Bank Ltd Vita                                         , MMCB      , Enabled     , Enabled     , On                     
495, Balotra Urban Co-Op Bank Ltd                                              , BALU      , Enabled     , Enabled     , On                     
496, Rajkot District Central Co-Op Bank                                        , RDCB      , Enabled     , Enabled     , On                     
497, Bhatpara Naihati Co-Op Bank Ltd                                           , BUCB      , Enabled     , Enabled     , On                     
498, Wai Urban Co-Op Bank Ltd                                                  , WUBL      , Enabled     , Enabled     , On                     
499, Navi Mumbai Co-Op Bank Ltd                                                , NMCL      , Disabled    , Enabled     , Off                    
500, Sudha Co-Op Urban Bank Ltd                                                , SCUB      , Enabled     , Enabled     , On                     
501, Angul Central Co-Op Bank Ltd                                              , YEAC      , Enabled     , Enabled     , On                     
502, Balasore Bhadrak Central Co-Op Bank                                       , BBCC      , Enabled     , Enabled     , On                     
503, Banki Central Co-Op Bank Ltd                                              , BCYS      , Enabled     , Enabled     , On                     
504, Berhampore Central Co-Op Bank Ltd                                         , IBBC      , Enabled     , Enabled     , On                     
505, Bhawanipatna Central Co-Op Bank Ltd                                       , ICBC      , Enabled     , Enabled     , On                     
506, Bolangir Central Co-Op Bank Ltd                                           , YSBC      , Enabled     , Enabled     , On                     
507, Boudh Central Co-Op Bank Ltd                                              , YSBB      , Enabled     , Enabled     , On                     
508, Cuttack Central Co-Op Bank Ltd                                            , CCCB      , Enabled     , Enabled     , On                     
509, Khurda Central Co-Op Bank Ltd                                             , KCCC      , Enabled     , Enabled     , On                     
510, Mayurbhanj Central Co-Op Bank Ltd                                         , MCCC      , Enabled     , Enabled     , On                     
511, Nayagarh Central Co-Op Bank Ltd                                           , NCCC      , Enabled     , Enabled     , On                     
512, Sambalpur Central Co-Op Bank Ltd                                          , SCYS      , Enabled     , Enabled     , On                     
513, Samruddhi Co-Op Bank Ltd                                                  , SSBB      , Enabled     , Enabled     , On                     
514, The District Co-Op Bank Ltd                                               , TDCC      , Disabled    , Enabled     , Off                    
515, Sundargarh Central Co-Op Bank Ltd                                         , SCBB      , Enabled     , Enabled     , On                     
516, United Puri Nimapara Central Co-Op Bank                                   , UPNC      , Enabled     , Enabled     , On                     
517, Abhinandan Urban Co-Op Bank Ltd                                           , AUUB      , Enabled     , Enabled     , On                     
518, Bhilwara Urban Co-Op Bank Ltd                                             , BUCN      , Enabled     , Enabled     , On                     
519, Sumerpur Merchantile Urban Co-Op Bank Ltd                                 , SMUC      , Enabled     , Enabled     , On                     
520, The Eenadu Co-Op Urban Bank Ltd                                           , ECUB      , Enabled     , Enabled     , On                     
521, M S Co-Op Bank Ltd                                                        , MSSB      , Enabled     , Enabled     , On                     
522, Sterling Urban Co-Op Bank Ltd                                             , SUCC      , Enabled     , Enabled     , On                     
523, Vallabh Vidyanagar Commercial Co-Op Bank Ltd                              , VVCC      , Enabled     , Enabled     , On                     
524, Godavari Urban Co-Op Bank Ltd Vazirabad                                   , GUCC      , Enabled     , Enabled     , On                     
525, Baroda Central Co-Op Bank                                                 , BCCC      , Enabled     , Enabled     , On                     
526, Darussalam Co-Op Urban Bank Ltd                                           , DCUB      , Enabled     , Enabled     , On                     
527, Shree Warana Sahakari Bank Ltd                                            , SWSS      , Enabled     , Enabled     , On                     
528, The Panchsheel Mercantile Co-Op Bank Ltd                                  , TPMB      , Enabled     , Enabled     , On                     
529, Unjha Nagarik Sahakari Bank Ltd                                           , UNSB      , Enabled     , Enabled     , On                     
530, Adar P D Patil Sahakari Bank                                              , APDB      , Enabled     , Enabled     , On                     
531, C G Rajya Sahakari Bank Maryadit Raipur                                   , CGSB      , Enabled     , Enabled     , On                     
532, Samata Sahakari Bank Ltd                                                  , SSBC      , Enabled     , Enabled     , On                     
533, Mahesh Sahakari Bank Pune                                                 , MSBP      , Enabled     , Enabled     , On                     
534, The Madanapalle Co-Op Town Bank Ltd                                       , MCTB      , Enabled     , Enabled     , On                     
535, Shrimant Malojiraje Sahakari Bank Ltd                                     , SMSB      , Enabled     , Enabled     , On                     
536, Deendayal Nagari Sahakari Bank Ltd                                        , DNBB      , Enabled     , Enabled     , On                     
537, District Co-Op Bank Ltd Dehradun                                          , DCOB      , Enabled     , Enabled     , On                     
538, The Urban Co-Op Bank Ltd Dharangaon                                       , UCBD      , Enabled     , Enabled     , On                     
539, Lakhimpur Urban Co-Op Bank Ltd                                            , LCUB      , Enabled     , Enabled     , On                     
540, Sundarlal Sawaji Urban Co-Op Bank Ltd                                     , SSCU      , Enabled     , Enabled     , On                     
541, Manorma Co-Op Bank Ltd Solapur                                            , MCBB      , Enabled     , Enabled     , On                     
542, Junagadh Commercial Co-Op Bank Ltd                                        , JCCB      , Enabled     , Enabled     , On                     
543, Fincare Small Finance Bank Ltd                                            , FSFB      , Enabled     , Enabled     , On                     
544, Idukki District Co-Op Bank Ltd                                            , IDUK      , Enabled     , Enabled     , On                     
545, Jalgaon Janata Sahakari Bank Ltd                                          , JJSB      , Enabled     , Enabled     , On                     
546, Janaseva Sahakari Bank Borivali Ltd                                       , JASB      , Enabled     , Enabled     , On                     
547, Textile Traders Co-Op Bank Ltd                                            , TTCB      , Enabled     , Enabled     , On                     
548, Pragati Sahakari Bank Ltd                                                 , PSBB      , Enabled     , Enabled     , On                     
549, Bhavnagar District Central Co-Op Bank Ltd                                 , BVNL      , Enabled     , Enabled     , On                     
550, The Banaskantha District Central Co-Op Bank Ltd                           , BKDL      , Enabled     , Enabled     , On                     
551, Pune Merchants Co-Op Bank Ltd                                             , PMCL      , Enabled     , Enabled     , On                     
552, Latur Urban Co-Op Bank                                                    , LUCL      , Enabled     , Enabled     , On                     
553, The Gandevi Peoples Co-Op Bank Ltd                                        , GPCB      , Enabled     , Enabled     , On                     
554, Rajarambapu Sahakari Bank Ltd                                             , RBSL      , Enabled     , Enabled     , On                     
555, Central Co-Op Bank Ltd Ara                                                , CCBA      , Enabled     , Enabled     , On                     
556, Mahaveer Co-Op Urban Bank Ltd                                             , MBCL      , Enabled     , Enabled     , On                     
557, The Jalgaon District Central Co-Op Bank Ltd                               , JDBL      , Enabled     , Enabled     , On                     
558, Etawah District Co-Op Bank Ltd Etawah                                     , ETAW      , Enabled     , Enabled     , On                     
559, Bihar State Co-Op Bank Ltd                                                , BSCB      , Enabled     , Enabled     , On                     
560, Almora Zila Sahakari Bank Ltd                                             , AZSB      , Enabled     , Enabled     , On                     
561, Nainital District Co-Op Bank Ltd                                          , NDCL      , Enabled     , Enabled     , On                     
562, North East Small Finance Bank Ltd                                         , NESF      , Enabled     , Enabled     , On                     
563, Alapuzha District Co-Op Bank Ltd                                          , SADC      , Enabled     , Enabled     , On                     
564, Chamoli Zila Sahakari Bank Ltd                                            , CZSB      , Enabled     , Enabled     , On                     
565, Navsarjan Industrial Co-OP Bank Ltd                                       , CNIC      , Enabled     , Enabled     , On                     
566, Kankaria Maninagar Nagrik Sahakari Bank Ltd                               , KMNB      , Enabled     , Enabled     , On                     
567, The Sarvodaya Nagrik Sahkari Bank Ltd                                     , SNBL      , Enabled     , Enabled     , On                     
568, The Kurla Nagarik Sahakari Bank Ltd                                       , KURL      , Enabled     , Enabled     , On                     
569, The Bharat Co-Op Bank Ltd                                                 , IBCB      , Enabled     , Enabled     , On                     
570, Jana Small Finance Bank Ltd                                               , JSFB      , Enabled     , Enabled     , On                     
571, Gadchiroli District Central Co-Op Bank                                    , GDCB      , Enabled     , Enabled     , On                     
572, Shri Anand Nagari Sahakari Bank Limited                                   , SANB      , Enabled     , Enabled     , On                     
573, Belagavi Shree Basveshwar Co-Op Bank Ltd                                  , SBCL      , Enabled     , Enabled     , On                     
574, Bhopal Co-Op Central Bank Ltd                                             , BCAE      , Enabled     , Enabled     , On                     
575, Kashmir Mercantile Co-Op Bank Ltd Kashmir                                 , KAMC      , Enabled     , Enabled     , On                     
576, The Sevalia Urban Co-Op Bank Ltd                                          , SEVC      , Enabled     , Enabled     , On                     
577, The Laxmi Co-Op Bank Ltd Solapur                                          , LCOS      , Enabled     , Enabled     , On                     
578, The Sarvodaya Co-Op Bank Ltd Mum                                          , CSBM      , Disabled    , Enabled     , Off                    
579, Janakalyan Co-Op Bank Ltd                                                 , JBLN      , Disabled    , Enabled     , Off                    
580, Deogiri Nagari Sahakari Bank Ltd                                          , DEOB      , Disabled    , Enabled     , Off                    
581, The Kapurthala Central Co-Op Bank Ltd                                     , SKPT      , Disabled    , Enabled     , Off                    
582, Patliputra Central Co-Op Bank Ltd                                         , IPCC      , Enabled     , Enabled     , Off                    
583, The Begusarai District Central Co-Op Bank                                 , BDCB      , Disabled    , Enabled     , Off                    
584, Kozhikode District Co-Op Bank                                             , KDDB      , Enabled     , Enabled     , On                     
585, Shushruti Souharda Sahakara Bank Niyamita                                 , SSBN      , Enabled     , Enabled     , On                     
586, The Rajkot Commercial Co-Op Bank Ltd                                      , RCBB      , Enabled     , Enabled     , On                     
587, The Bardoli Nagrik Sahakari bank Ltd                                      , BNBL      , Enabled     , Enabled     , Off                    
588, Urban Co-Op Bank Ltd Bareilly                                             , UCBB      , Enabled     , Enabled     , On                     
589, The United Co-Op Bank Ltd                                                 , TUBL      , Disabled    , Enabled     , Off                    
590, The Faridabad Central Co-Op Bank Ltd                                      , SFCB      , Disabled    , Enabled     , Off                    
591, The Muzaffarpur Central Co-Op Bank Ltd                                    , IMCC      , Disabled    , Enabled     , Off                    
592, The South Canara District Central Co-Op Bank                              , SCDC      , Disabled    , Enabled     , Off                    
593, The Ernakulam District Co-Op Bank Ltd                                     , BEDC      , Disabled    , Enabled     , Off                    
594, Vasai Janata Sahkari Bank Ltd                                             , VJBL      , Disabled    , Enabled     , Off                    
595, Sangli Sahakari Bank Ltd                                                  , SBBB      , Enabled     , Enabled     , On                     
596, Australia And New Zealand Banking Group Ltd                               , ANZB      , Disabled    , Enabled     , Off                    
597, DMK Jaoli Bank                                                            , DMKJ      , Enabled     , Enabled     , On                     
598, Doha Bank                                                                 , DOHB      , Disabled    , Enabled     , Off                    
599, Emirates Nbd India                                                        , EBIL      , Enabled     , Enabled     , Off                    
600, Export Import Bank Of India                                               , EIBI      , Disabled    , Enabled     , Off                    
601, Haryana State Co-Op Bank                                                  , HARC      , Enabled     , Enabled     , On                     
602, Woori Bank                                                                , HVBK      , Disabled    , Enabled     , Off                    
603, Bank Internasional Indonesia                                              , IBBK      , Disabled    , Enabled     , Off                    
604, Industrial Bank Of Korea                                                  , IBKO      , Disabled    , Enabled     , Off                    
605, Industrial And Commercial Bank Of China Ltd                               , ICBK      , Disabled    , Enabled     , Off                    
606, Keb Hana Bank                                                             , KOEX      , Disabled    , Enabled     , Off                    
607, Krung Thai Bank Pcl                                                       , KRTH      , Disabled    , Enabled     , Off                    
608, Sir M Visvesvaraya Co-Op Bank Ltd                                         , MVCB      , Disabled    , Enabled     , Off                    
609, National Australia Bank Ltd                                               , NATA      , Disabled    , Enabled     , Off                    
610, National Bank Of Abu Dhabi PJSC                                           , NBAD      , Disabled    , Enabled     , Off                    
611, National Bank For Agriculture And Rural Development                       , NBRD      , Disabled    , Enabled     , Off                    
612, Nagpur Nagrik Sahakari Bank Ltd                                           , NGSB      , Disabled    , Enabled     , Off                    
613, Nagar Urban Co-Op Bank                                                    , NUCB      , Disabled    , Enabled     , Off                    
614, The Navnirman Co-Op Bank Ltd                                              , NVNM      , Enabled     , Enabled     , On                     
615, Qatar National Bank Saq                                                   , QNBA      , Disabled    , Enabled     , Off                    
616, Rabobank International                                                    , RABO      , Disabled    , Enabled     , Off                    
617, IDRBT Bank                                                                , RBIH      , Disabled    , Enabled     , Off                    
618, Sber Bank                                                                 , SABR      , Disabled    , Enabled     , Off                    
619, Small Industries Development Bank Of India                                , SIDB      , Disabled    , Enabled     , Off                    
620, Shikshak Sahakari Bank Ltd                                                , SKSB      , Disabled    , Enabled     , Off                    
621, Tumkur Grain Merchants Co-Op Bank Ltd                                     , TGMB      , Enabled     , Enabled     , On                     
622, United Overseas Bank Ltd                                                  , UOVB      , Disabled    , Enabled     , Off                    
623, Westpac Banking Corporation                                               , WPAC      , Disabled    , Enabled     , Off                    
624, Credit Suisse AG Bank                                                     , CRES      , Disabled    , Enabled     , Off                    
625, Sumitomo Mitsui Banking Co-Op Bank                                        , SMBB      , Disabled    , Enabled     , Off                    
626, Tripura State Co-Op Bank Ltd                                              , TSCB      , Disabled    , Enabled     , Off                    
627, The Yamuna Nagar Central Co-Op Bank Ltd                                   , YCCB      , Disabled    , Enabled     , Off                    
628, The Banaskantha Mercantile Co-Op Bank Ltd                                 , BMCB      , Enabled     , Enabled     , On                     
629, Kota Nagrik Sahkari Bank Ltd kota                                         , CKNB      , Enabled     , Enabled     , On                     
630, The Commercial Co-Op Bank Ltd                                             , COMM      , Enabled     , Enabled     , On                     
631, The Naroda Nagrik Co-Op Bank Ltd                                          , NNCB      , Enabled     , Enabled     , On                     
632, The Godhra Urban Co-Op Bank Ltd                                           , SGUC      , Enabled     , Enabled     , On                     
633, Solapur Siddheshwar Sahakari Bank Ltd                                     , SIDD      , Enabled     , Enabled     , On                     
634, Sharad Nagari Sahakari Bank Ltd                                           , SNSB      , Disabled    , Enabled     , Off                    
635, The Tarn Taran Central Co-Op Bank Ltd                                     , STTN      , Disabled    , Enabled     , Off                    
636, Purnea District Central Co-Op Bank                                        , PCCB      , Disabled    , Enabled     , Off                    
637, The Panchkula Central Co-Op Bank Ltd                                      , SPKL      , Disabled    , Enabled     , Off                    
638, The Kottakkal Co-Op Urban Bank Ltd                                        , SKUB      , Enabled     , Enabled     , On                     
